,simu_time,car_num,x_position,y_position,x_acce(m^2/s),y_acce(m^2/s),length(m),speed(m/s),LateralSpeed(m/s),accelaration(m^2/s),angel(du),roadID,LaneID,Lane_index,lane_position
0,30.0,a1.5,127.21934717050445,-4.8,0.0,0.0,4.5,19.32453665919602,0.0,-0.12197070010006428,90.0,Z2,Z2_1,1.0,13.98246612940116
1,30.0,a1.6,39.13326744362925,-4.8,-0.2845927505986765,0.0,4.5,19.039943908597344,0.0,0.1406964708119638,90.0,H,H_3,3.0,48.12092052926775
2,30.0,a1.7,-43.27151983239775,-4.8,-5.3861950139049455,0.0,4.5,13.653748894692399,0.0,1.8292579503031448,90.0,Z1,Z1_1,1.0,66.05302671727259
3,30.0,a1.8,-71.92950448253305,-4.8,-4.046622052905148,0.0,4.5,9.60712684178725,0.0,1.7440025547286497,90.0,Z1,Z1_1,1.0,32.68448555124924
4,30.0,a1.9,-91.38410136165156,-4.8,-5.993196227471346,0.0,4.5,3.6139306143159047,0.0,1.7957542292773723,90.0,Z1,Z1_1,1.0,10.032106999354436
5,30.0,a1_1.5,120.75894718013764,-1.6,15.638272445322947,0.0,4.5,19.252203059638852,0.0,0.05139290541410446,90.0,Z2,Z2_2,2.0,5.821883336552418
6,30.0,a1_1.6,46.28928994923581,-1.6,0.14548707646317638,0.0,4.5,19.397690136102028,0.0,0.5575554791605093,90.0,H,H_4,4.0,53.26950856121721
7,30.0,a1_1.7,-36.65489678386589,-1.6,-4.7039010288193825,0.0,4.5,14.693789107282646,0.0,1.322951180185191,90.0,Z1,Z1_2,2.0,73.75723415790125
8,30.0,a1_1.8,-69.12814264518832,-1.6,-4.886770855938083,0.0,4.5,9.807018251344562,0.0,1.3388072856003408,90.0,Z1,Z1_2,2.0,35.94631149370689
9,30.0,a1_1.9,-91.41195010896548,-1.6,-5.996217790991069,0.0,4.5,3.8108004603534935,0.0,2.2219202096108344,90.0,Z1,Z1_2,2.0,9.999680711096152
10,30.0,a2.4,124.2802892085496,-17.821777054506036,9.645410160580326,0.0,4.5,13.45621062093382,0.0,-2.7894703421527645,123.22918846949058,C2,C2_1,1.0,9.88860375192695
11,30.0,a2.5,36.54975225734427,-11.2,-0.6789523390430894,0.0,4.5,12.777258281890731,0.0,1.606909248395823,90.0,H,H_1,1.0,46.26214278534014
12,30.0,a2.6,-17.79822889453524,-8.0,-7.579448051089559,0.0,4.5,5.1978102308011715,0.0,-0.7435501463190795,90.0,H,H_2,2.0,7.160062670310642
13,30.0,a2.7,-44.429559288406956,-8.0,4.559926162439905,0.0,4.5,9.757736393241077,0.0,-2.74320819461105,90.0,Z1,Z1_0,0.0,64.70463855489913
14,30.0,a2.8,-73.70776455256468,-8.0,-0.70939544841948,0.0,4.5,9.048340944821597,0.0,2.1186220087343823,90.0,Z1,Z1_0,0.0,30.613930169384105
15,30.0,a2.9,-90.34510955770975,-8.0,-4.705809704672196,0.0,4.5,4.342531240149401,0.0,2.0431830142391845,90.0,Z1,Z1_0,0.0,11.241879466059618
16,30.0,b1.3,153.97206660078643,-8.0,15.014117792900652,0.0,4.5,19.356649033050054,0.0,-0.4960553905693814,90.0,Z2,Z2_0,0.0,47.77569598671744
17,30.0,b1.4,81.64418956710223,-8.0,-4.287007178717939,0.0,4.5,15.069641854332115,0.0,1.347292653610932,90.0,H,H_2,2.0,78.70651814310541
18,30.0,b1.5,10.267641376549207,-8.0,-10.189370238178187,0.0,4.5,4.880271616153928,0.0,1.8734315901994698,90.0,H,H_2,2.0,27.352788960752
19,30.0,b1.6,-36.07353285495267,-13.13194110088936,3.838866538744101,0.0,4.5,8.71913815489803,0.0,-1.7628703740907792,72.3870801907172,C1,C1_1,1.0,48.729622241643455
20,30.0,b1.7,-64.70552344552182,-22.22165003423644,-2.6303704260366096,0.0,4.5,6.08876772886142,0.0,1.8932868350995697,72.38708019071724,C1,C1_1,1.0,17.288947143638502
21,30.0,b1.8,-76.26093102148512,-25.89010931021485,-6.08876772886142,0.0,4.5,0.0,0.0,0.0,72.3870801907172,C1,C1_1,1.0,4.6
22,30.0,b2.4,127.3908598612384,-23.67978801732626,12.668183277092632,0.0,4.5,12.668183277092632,0.0,-0.059023247379810684,123.24137968076093,C2,C2_0,0.0,16.171275672221164
23,30.0,b2.5,68.47946533563449,-14.4,5.194732941591353,0.0,4.5,17.862916218683985,0.0,-0.5977398230942086,90.0,H,H_0,0.0,69.23481209844915
24,30.0,b2.6,-13.061101225243466,-14.4,-4.663675224641661,0.0,4.5,13.199240994042324,0.0,-0.13175258703196668,90.0,H,H_0,0.0,10.568313385679929
25,30.0,b2.7,-66.25515712067474,-26.071550294518843,-8.098109415274651,0.0,4.5,5.1011315787676725,0.0,1.8249054142506798,72.3870801907172,C1,C1_0,0.0,14.522147416742518
26,30.0,b2.8,-75.29093102148512,-28.94010931021485,-5.1011315787676725,0.0,4.5,0.0,0.0,0.0,72.3870801907172,C1,C1_0,0.0,4.6
27,60.0,a1.14,151.4522535473485,-4.8,0.0,0.0,4.5,18.409672688465225,0.0,1.6110253560822478,90.0,Z2,Z2_1,1.0,44.59274399059596
28,60.0,a1.15,117.99409560273455,-4.8,-0.5257674323114827,0.0,4.5,17.883905256153742,0.0,-0.7856433071572475,90.0,Z2,Z2_1,1.0,2.3294060532603424
29,60.0,a1.16,56.70798718681405,-4.8,1.3148237671603376,0.0,4.5,19.19872902331408,0.0,-0.569065985642375,90.0,H,H_3,3.0,60.76551348069217
30,60.0,a1.17,-34.402754756928545,-4.8,-3.5451547640147325,0.0,4.5,15.653574259299347,0.0,1.370289085642435,90.0,Z1,Z1_1,1.0,76.37956419454028
31,60.0,a1.18,-71.38149018309124,-4.8,-6.13392698746131,0.0,4.5,9.519647271838037,0.0,1.9430562027962868,90.0,Z1,Z1_1,1.0,33.3225777944317
32,60.0,a1.19,-90.6364145016527,-4.8,-5.255057397228663,0.0,4.5,4.264589874609374,0.0,2.226487463712693,90.0,Z1,Z1_1,1.0,10.902692285506056
33,60.0,a1_1.14,145.5648102481695,-1.6,14.975033700838683,0.0,4.5,19.239623575448057,0.0,1.8331553564232266,90.0,Z2,Z2_2,2.0,37.155902842556635
34,60.0,a1_1.15,116.86645764260761,-1.6,-1.3154326762775277,0.0,4.5,17.92419089917053,0.0,-0.6053738434666514,90.0,Z2,Z2_2,2.0,0.9050077268879164
35,60.0,a1_1.16,47.600034240327076,-1.6,2.0052262559304346,0.0,4.5,19.929417155100964,0.0,0.3155992638319667,90.0,H,H_4,4.0,54.21255791087637
36,60.0,a1_1.17,-34.08822352248367,-1.6,-3.832964630424975,0.0,4.5,16.09645252467599,0.0,1.8474267887650058,90.0,Z1,Z1_2,2.0,76.74579540628476
37,60.0,a1_1.18,-70.44051911242991,-1.6,-6.022908291802743,0.0,4.5,10.073544232873246,0.0,1.9361377429217104,90.0,Z1,Z1_2,2.0,34.41821771087125
38,60.0,a1_1.19,-89.67423418729558,-1.6,-5.241179182264022,0.0,4.5,4.832365050609224,0.0,2.2417024599388244,90.0,Z1,Z1_2,2.0,12.023027641279622
39,60.0,a1_1.20,-96.04937091092098,-1.6,-4.832365050609224,0.0,4.5,0.0,0.0,0.0,90.0,Z1,Z1_2,2.0,4.6
40,60.0,a2.13,71.08674932923893,-11.2,15.161076915168714,0.0,4.5,15.161076915168714,0.0,1.5259010484209288,90.0,H,H_1,1.0,71.11069093405203
41,60.0,a2.14,29.42670916898723,-11.2,-3.173459385408293,0.0,4.5,11.98761752976042,0.0,1.9546855834545553,90.0,H,H_1,1.0,41.137282659894396
42,60.0,a2.15,2.6302563376351706,-11.2,-6.158041496491135,0.0,4.5,5.829576033269285,0.0,-1.9444444444444446,90.0,H,H_1,1.0,21.857872032257838
43,60.0,a2.16,-37.043844136969255,-8.0,-1.3961215206707394,0.0,4.5,4.433454512598546,0.0,1.2233015074489133,90.0,Z1,Z1_0,0.0,73.30435493691303
44,60.0,a2.17,-50.08041674129229,-8.0,0.43134837478232946,0.0,4.5,4.8648028873808755,0.0,-2.5884290371601084,90.0,Z1,Z1_0,0.0,58.12494106947098
45,60.0,a2.18,-65.50443534106498,-8.0,3.092672087338207,0.0,4.5,7.957474974719083,0.0,0.05391455843238102,90.0,Z1,Z1_0,0.0,40.16565307782239
46,60.0,a2.19,-86.79097788688698,-8.0,-2.4645304635299565,0.0,4.5,5.492944511189126,0.0,2.1278159172507007,90.0,Z1,Z1_0,0.0,15.38020916422829
